ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,Approval_Status,Age,Is_Retired,Years_Employed,Income_Per_Member
5625691,F,N,N,0,204000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,1,57.99315537303217,0,14.428473648186174,102000.0
5215339,F,Y,Y,0,98000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,2,1,42.620123203285424,0,11.411362080766597,49000.0
5443417,F,N,Y,2,121500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,4,0,30.05612594113621,0,1.0157426420260096,30375.0
5980328,F,N,Y,0,156500.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Unknown,1,0,33.79329226557152,0,1.9137577002053388,156500.0
5336983,F,Y,N,0,73000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0,0,0,Laborers,1,0,42.332648870636554,0,14.403832991101986,73000.0
5518812,F,N,Y,1,262000.0,Commercial associate,Higher education,Married,Municipal apartment,0,0,0,Sales staff,3,1,26.455852156057496,0,4.9664613278576315,87333.33333333333
5943378,F,Y,Y,1,93000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,0,55.663244353182755,0,27.71252566735113,31000.0
5002085,F,Y,Y,0,95000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,1,45.817932922655714,0,9.634496919917865,47500.0
5663615,M,N,Y,2,225000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,Laborers,4,1,27.805612594113622,0,3.5263518138261465,56250.0
5677814,M,Y,Y,0,93500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Unknown,2,1,29.475701574264203,0,2.598220396988364,46750.0
5957737,F,N,Y,2,120500.0,State servant,Higher education,Single / not married,House / apartment,0,1,0,Laborers,3,1,58.34907597535934,0,0.5886379192334018,40166.666666666664
5543082,M,Y,Y,0,184500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,1,32.27926078028747,0,0.6433949349760438,92250.0
5529927,F,Y,Y,2,199000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,4,1,30.17659137577002,0,10.00684462696783,49750.0
5066336,M,N,Y,0,178500.0,Working,Higher education,Married,House / apartment,1,0,0,Core staff,2,1,45.24024640657084,0,4.0,89250.0
5272966,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,With parents,0,0,0,Laborers,2,1,57.6974674880219,0,17.481177275838466,78750.0
5876375,F,Y,N,2,162500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4,1,35.422313483915126,0,6.11088295687885,40625.0
5443181,F,N,Y,0,145000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,2,0,56.82683093771389,0,32.48186173853525,72500.0
5038747,F,N,Y,0,179000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,1,51.60027378507871,0,25.544147843942504,89500.0
5244518,F,N,Y,0,113500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,0,31.104722792607802,0,0.15605749486652978,56750.0
5321941,M,Y,N,0,145500.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Core staff,2,1,44.90622861054072,0,23.72347707049966,72750.0
5212423,F,N,Y,0,238000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,0,0,0,Unknown,1,1,51.56741957563313,1,0.0,238000.0
5684487,F,N,Y,1,243000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Unknown,3,1,47.59479808350445,0,0.2272416153319644,81000.0
5460021,M,Y,Y,0,151500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,1,50.078028747433265,0,21.544147843942504,75750.0
5330797,M,N,Y,0,140000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Core staff,2,0,51.175906913073234,0,29.930184804928132,70000.0
5820287,F,Y,Y,0,282000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Laborers,1,0,65.37166324435319,0,33.82067077344285,282000.0
5934968,F,N,Y,0,159500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,0,58.30527036276523,0,34.54072553045859,79750.0
5878902,F,N,Y,1,546500.0,Working,Higher education,Married,House / apartment,0,0,0,Cooking staff,3,1,27.274469541409992,0,7.613963039014374,182166.66666666666
5507014,M,N,Y,0,127000.0,Commercial associate,Higher education,Married,With parents,0,0,0,Accountants,2,1,64.99110198494182,0,36.30116358658453,63500.0
5063468,F,Y,N,0,80000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,0,36.80492813141684,0,13.998631074606434,40000.0
5568670,M,Y,N,0,166000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Laborers,2,1,31.479808350444902,0,8.761122518822724,83000.0
5855771,F,Y,N,0,251000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Unknown,2,1,31.134839151266256,0,7.4661190965092405,125500.0
5606372,F,N,N,0,125500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,1,35.290896646132786,0,3.871321013004791,62750.0
5358900,M,Y,Y,0,422000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Managers,1,1,32.42984257357974,0,8.947296372347708,422000.0
5178392,F,Y,N,0,79500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,0,47.403148528405204,0,3.2881587953456535,79500.0
5921914,M,Y,N,1,368500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,3,1,62.119096509240244,0,16.38877481177276,122833.33333333333
5348365,F,Y,Y,0,90500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Unknown,2,0,25.415468856947296,1,0.0,45250.0
5377482,F,Y,Y,1,149000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3,1,37.3388090349076,0,11.43874058863792,49666.666666666664
5044792,M,N,Y,0,87500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,1,46.90759753593429,0,8.93908281998631,43750.0
5690927,M,N,Y,1,67000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3,0,64.69267624914443,0,39.62765229295003,22333.333333333332
5050313,F,N,Y,0,91500.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Core staff,1,0,40.89801505817933,0,11.991786447638603,91500.0
5780881,M,Y,Y,0,323500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,Unknown,2,1,64.99657768651609,1,0.0,161750.0
5018958,F,N,Y,0,69000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,1,43.54551676933607,0,23.27173169062286,34500.0
5804703,M,Y,Y,2,211000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,4,0,35.2498288843258,1,0.0,52750.0
5008985,F,N,N,0,77500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,High skill tech staff,1,0,45.20191649555099,0,4.238193018480493,77500.0
5099901,F,Y,Y,2,208500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,4,1,59.18412046543463,0,18.61738535249829,52125.0
5655318,F,N,N,0,145500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Cooking staff,2,0,30.067077344284737,0,9.779603011635865,72750.0
5224928,M,N,Y,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,0,23.085557837097877,0,1.1718001368925393,110250.0
5926625,F,Y,N,3,69500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,1,Unknown,4,0,31.57015742642026,0,6.453114305270363,17375.0
5067898,F,N,Y,1,84000.0,Commercial associate,Incomplete higher,Married,House / apartment,1,1,0,Managers,3,0,34.209445585215605,0,11.425051334702259,28000.0
5068878,M,Y,Y,0,128500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Unknown,2,1,23.33744010951403,0,0.6406570841889117,64250.0
5904484,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,1,61.62354551676933,0,32.030116358658454,58500.0
5244299,M,N,Y,0,258500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2,1,56.668035592060235,0,23.028062970568104,129250.0
5912237,M,Y,N,0,203500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,1,58.888432580424364,0,3.838466803559206,101750.0
5803684,F,N,Y,0,171500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,1,61.568788501026695,0,24.40520191649555,85750.0
5444936,F,N,Y,1,201000.0,Pensioner,Secondary / secondary special,Widow,With parents,1,1,0,Unknown,2,0,40.303901437371664,1,0.0,100500.0
5895958,F,Y,Y,1,273000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Drivers,3,1,47.10198494182067,0,27.422313483915126,91000.0
5858828,F,Y,Y,0,229500.0,Working,Secondary / secondary special,Married,Office apartment,1,0,0,Unknown,2,1,61.76317590691308,0,33.14715947980835,114750.0
5575347,F,Y,Y,0,97000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,2,0,50.841889117043124,0,19.800136892539356,48500.0
5464016,M,Y,Y,0,189500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,1,29.188227241615333,0,5.859000684462697,94750.0
5196829,M,N,Y,0,159000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Core staff,2,1,45.73579739904175,0,21.193702943189596,79500.0
5309023,F,N,N,0,159500.0,Working,Higher education,Married,House / apartment,0,0,0,Unknown,2,1,61.28405201916495,0,7.436002737850787,79750.0
5347381,M,N,N,0,61500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2,1,58.77344284736482,0,40.5284052019165,30750.0
5310804,F,N,Y,0,176500.0,Working,Higher education,Married,House / apartment,0,1,0,Accountants,2,0,62.050650239561946,0,21.295003422313485,88250.0
5837523,F,N,N,0,205000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,High skill tech staff,2,0,66.20670773442848,0,37.97946611909651,102500.0
5268240,F,Y,N,0,150000.0,Working,Higher education,Married,House / apartment,0,1,0,High skill tech staff,2,1,63.39219712525667,0,3.6577686516084875,75000.0
5366137,F,N,N,1,286000.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Laborers,2,1,59.0280629705681,0,12.410677618069816,143000.0
5449596,M,Y,N,0,249000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,0,48.80219028062971,0,2.784394250513347,124500.0
5586917,F,N,Y,0,332500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,1,22.67214236824093,0,0.15879534565366188,166250.0
5980753,F,Y,Y,0,177000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,1,61.62628336755647,1,0.0,88500.0
5051662,M,Y,Y,1,226500.0,Working,Higher education,Married,House / apartment,0,1,0,Core staff,3,1,49.53593429158111,0,29.867214236824093,75500.0
5892873,F,N,N,0,123500.0,Working,Higher education,Married,House / apartment,1,0,0,Medicine staff,2,0,30.43394934976044,0,1.6865160848733745,61750.0
5576798,F,N,Y,0,57000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,1,Unknown,2,0,37.949349760438054,0,15.772758384668036,28500.0
5480866,M,Y,Y,0,131000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,0,28.50924024640657,1,0.0,65500.0
5550670,M,N,Y,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,2,0,46.36824093086927,1,0.0,85500.0
5584291,M,N,Y,2,119000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,4,0,34.17659137577002,0,9.193702943189596,29750.0
5362131,M,Y,Y,0,162000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Drivers,1,1,63.351129363449694,0,8.046543463381246,162000.0
5033319,F,N,N,0,128000.0,Working,Lower secondary,Separated,House / apartment,0,0,0,Medicine staff,1,0,59.32922655715264,0,16.246406570841888,128000.0
5215537,M,N,N,1,141000.0,Pensioner,Secondary / secondary special,Married,With parents,0,0,0,Laborers,3,0,28.974674880219027,0,1.8234086242299794,47000.0
5126314,F,Y,Y,0,255500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,1,38.19301848049281,0,10.795345653661876,127750.0
5460373,M,Y,N,0,83000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Drivers,2,0,55.54277891854894,0,15.570157426420261,41500.0
5489379,F,Y,Y,0,99500.0,State servant,Secondary / secondary special,Separated,Municipal apartment,0,0,0,Laborers,1,0,37.78507871321013,0,1.9301848049281314,99500.0
5063224,M,Y,N,0,79500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Unknown,1,0,53.91649555099247,0,19.359342915811087,79500.0
5965339,F,N,N,0,122000.0,State servant,Higher education,Civil marriage,House / apartment,0,1,0,Laborers,2,1,50.49144421629021,0,25.144421629021217,61000.0
5779635,F,Y,Y,0,249500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,2,0,50.718685831622174,1,0.0,124750.0
5695825,M,Y,Y,0,173500.0,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,Accountants,2,0,54.06707734428473,0,20.45448323066393,86750.0
5561880,M,N,Y,0,96000.0,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,Managers,1,1,65.47296372347706,0,41.16632443531827,96000.0
5279994,F,Y,Y,0,131500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,0,21.61533196440794,0,1.0732375085557837,65750.0
5876144,F,Y,Y,0,221500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,1,25.360711841204655,0,3.5509924709103355,110750.0
5571749,M,Y,N,0,85000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,0,54.68309377138946,1,0.0,42500.0
5435458,F,Y,Y,2,215000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,1,0,0,Drivers,4,1,24.804928131416837,0,0.2135523613963039,53750.0
5256147,M,Y,Y,2,164000.0,Working,Higher education,Widow,House / apartment,1,1,0,Managers,3,0,26.072553045859,0,6.50239561943874,54666.666666666664
5527943,F,Y,N,0,92500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,0,24.079397672826833,0,0.8295687885010267,46250.0
5330301,M,Y,Y,0,96000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,0,44.030116358658454,0,25.49760438056126,48000.0
5872559,F,Y,N,0,179000.0,Working,Secondary / secondary special,Widow,House / apartment,0,0,0,Unknown,1,1,42.23134839151266,0,5.171800136892539,179000.0
5069254,M,N,Y,1,433000.0,Working,Secondary / secondary special,Married,With parents,0,0,1,Private service staff,3,0,53.12251882272416,0,16.35318275154004,144333.33333333334
5678875,F,N,Y,0,104500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,0,0,0,Managers,1,0,59.77275838466804,0,37.95482546201232,104500.0
5275405,M,N,Y,0,66000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2,1,26.034223134839152,0,3.0417522245037647,33000.0
5943251,F,Y,N,0,188500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Unknown,1,0,27.94524298425736,1,0.0,188500.0
5587305,M,Y,Y,0,139000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Managers,1,1,63.181382614647504,0,31.260780287474333,139000.0
5889145,F,N,Y,0,231000.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,2,1,29.97946611909651,0,3.5564681724845997,115500.0
5379066,M,N,N,2,116500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Core staff,3,1,64.3586584531143,0,21.182751540041068,38833.333333333336
5115771,F,N,Y,0,254000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,1,58.217659137577,0,19.983572895277206,127000.0
5517431,F,N,N,0,344500.0,Working,Higher education,Married,House / apartment,0,1,0,Drivers,2,1,47.98904859685147,0,27.797399041752225,172250.0
5265973,F,N,N,0,109500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,1,Unknown,2,0,44.63244353182751,1,0.0,54750.0
5675594,F,Y,Y,0,310500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Unknown,1,1,56.70636550308008,1,0.0,310500.0
5400807,F,N,Y,0,240500.0,Pensioner,Secondary / secondary special,Married,Rented apartment,0,0,0,Unknown,2,0,38.98425735797399,1,0.0,120250.0
5565510,F,N,N,0,61500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,0,52.86242299794661,0,30.51334702258727,30750.0
5100075,F,N,Y,0,252500.0,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,Core staff,1,0,28.49555099247091,0,3.2279260780287475,252500.0
5701082,F,Y,N,0,140500.0,Working,Higher education,Married,House / apartment,1,1,0,Sales staff,2,1,58.8829568788501,0,26.088980150581794,70250.0
5103660,F,Y,Y,0,358500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,1,35.52908966461328,0,10.028747433264886,179250.0
5172271,F,Y,N,0,210500.0,Working,Secondary / secondary special,Married,Municipal apartment,0,0,0,Core staff,2,1,53.63175906913073,0,22.937713894592743,105250.0
5331227,M,N,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,2,1,31.969883641341546,0,9.793292265571527,101250.0
5259149,M,N,N,0,154000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,1,55.83846680355921,0,26.77618069815195,77000.0
5938626,M,Y,Y,2,171000.0,Working,Incomplete higher,Married,House / apartment,1,1,0,Drivers,4,1,33.1854893908282,0,3.02258726899384,42750.0
5606357,F,N,N,0,232000.0,Pensioner,Higher education,Civil marriage,House / apartment,0,1,0,Unknown,2,1,22.559890485968516,1,0.0,116000.0
5990306,F,Y,Y,0,141500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,2,1,57.48117727583847,0,26.140999315537304,70750.0
5829829,F,N,Y,1,208000.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Managers,3,1,58.18754277891855,0,2.1218343600273784,69333.33333333333
5875277,F,N,Y,0,200500.0,Pensioner,Higher education,Married,With parents,0,0,0,Unknown,2,1,62.332648870636554,1,0.0,100250.0
5256729,F,N,Y,0,53500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Unknown,2,1,22.863791923340177,0,2.6557152635181382,26750.0
5246895,M,Y,Y,0,474000.0,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,Sales staff,1,1,48.39698836413415,0,8.112251882272416,474000.0
5040810,F,N,Y,0,108500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2,1,32.224503764544835,0,3.143052703627652,54250.0
5314674,M,Y,Y,0,241000.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Unknown,2,1,26.132785763175907,1,0.0,120500.0
5020473,M,N,N,0,78500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Unknown,2,0,47.389459274469544,0,9.316906228610542,39250.0
5525060,F,Y,Y,1,146000.0,State servant,Secondary / secondary special,Married,House / apartment,0,1,1,Managers,3,1,52.80492813141684,0,4.076659822039699,48666.666666666664
5582946,F,N,N,0,152500.0,Working,Higher education,Married,House / apartment,0,1,0,Sales staff,2,1,42.33538672142368,0,21.49760438056126,76250.0
5881794,M,N,Y,0,92500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,2,1,39.73442847364819,0,4.706365503080082,46250.0
5974158,F,N,N,0,107500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,1,64.08761122518823,0,32.16427104722793,53750.0
5422758,F,Y,Y,0,55000.0,Working,Secondary / secondary special,Married,With parents,0,0,0,Managers,2,0,29.462012320328544,0,8.854209445585216,27500.0
5673532,F,N,Y,0,108000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,1,Unknown,1,1,54.965092402464066,0,32.930869267624914,108000.0
5826660,F,N,N,0,139500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Laborers,2,1,42.96235455167693,0,10.921286789869953,69750.0
5733810,F,N,Y,4,133500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,6,1,28.28473648186174,0,9.801505817932922,22250.0
5837315,F,N,N,0,235500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,1,38.89664613278576,0,11.742642026009582,117750.0
5570266,M,N,N,0,209000.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Accountants,2,1,46.91854893908282,0,24.517453798767967,104500.0
5006298,F,Y,Y,0,141000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,0,41.555099247091036,0,2.91854893908282,70500.0
5996135,M,N,Y,0,96000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,0,0,0,Unknown,1,0,40.8870636550308,0,6.562628336755647,96000.0
5711524,M,N,Y,0,224000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Unknown,1,1,34.92402464065709,0,14.327173169062286,224000.0
5959375,F,N,N,0,67000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,0,0,0,Core staff,2,0,52.336755646817245,0,30.12457221081451,33500.0
5055070,M,N,N,0,107500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,0,52.1368925393566,0,20.95003422313484,53750.0
5021219,F,N,Y,0,134500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,1,22.494182067077343,1,0.0,67250.0
5430193,M,N,Y,1,146000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Managers,2,0,37.93292265571527,0,5.598904859685147,73000.0
5992619,M,N,Y,0,79500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Managers,2,0,27.603011635865844,0,7.876796714579055,39750.0
5123551,M,N,Y,0,208500.0,Working,Secondary / secondary special,Married,With parents,0,0,0,Medicine staff,2,1,26.023271731690624,0,0.28199863107460643,104250.0
5432316,M,Y,Y,1,266500.0,Pensioner,Higher education,Married,Co-op apartment,0,0,0,Unknown,3,0,57.738535249828885,1,0.0,88833.33333333333
5274636,F,N,Y,2,115000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Accountants,4,0,34.5160848733744,0,0.7091033538672142,28750.0
5115138,F,N,N,0,155500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Laborers,1,1,55.22245037645448,0,6.193018480492813,155500.0
5431446,F,N,Y,0,154000.0,Working,Secondary / secondary special,Separated,House / apartment,0,0,0,Sales staff,1,1,55.950718685831625,0,30.00684462696783,154000.0
5092660,F,N,N,0,152000.0,Working,Secondary / secondary special,Separated,House / apartment,0,1,0,Laborers,1,0,36.23545516769336,0,10.318959616700889,152000.0
