CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,Age,Is_Retired,Years_Employed,Income_Per_Member
F,Y,Y,0,285000.0,Working,Higher education,Married,House / apartment,0,1,1,Sales staff,2,42.847364818617386,0,20.57221081451061,142500.0
F,N,Y,0,126500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,0,0,Unknown,1,45.13620807665982,0,13.1088295687885,126500.0
F,N,Y,0,108000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,1,0,Unknown,2,38.507871321013006,0,4.542094455852156,54000.0
F,Y,N,0,83000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Core staff,2,34.88569472963724,0,5.9110198494182065,41500.0
F,N,N,0,128500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,65.56878850102669,0,32.64065708418891,64250.0
F,N,Y,0,119500.0,Working,Higher education,Married,House / apartment,1,0,0,Unknown,2,44.17522245037645,0,14.236824093086927,59750.0
M,N,Y,0,274500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,49.530458590006845,0,23.039014373716633,137250.0
M,Y,Y,0,96000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,44.030116358658454,0,25.49760438056126,48000.0
F,N,Y,2,103000.0,Commercial associate,Lower secondary,Married,House / apartment,1,0,0,Laborers,4,41.648186173853524,0,5.207392197125257,25750.0
F,N,Y,0,287000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Sales staff,1,28.0,0,7.123887748117728,287000.0
F,N,Y,0,179500.0,Working,Higher education,Married,House / apartment,0,0,1,Laborers,2,36.336755646817245,0,1.158110882956879,89750.0
M,N,Y,0,233000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,35.12936344969199,0,15.219712525667351,116500.0
F,N,N,0,198500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Accountants,2,59.06091718001369,0,19.148528405201915,99250.0
F,N,Y,3,131500.0,Working,Incomplete higher,Married,House / apartment,1,0,0,Laborers,5,22.38740588637919,0,2.746064339493498,26300.0
M,N,Y,0,31500.0,Working,Incomplete higher,Married,House / apartment,0,0,0,Laborers,2,38.46680355920602,0,2.8747433264887063,15750.0
M,N,N,0,181000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,2,26.105407255304584,0,7.425051334702259,90500.0
F,N,Y,0,139000.0,Working,Higher education,Married,House / apartment,0,1,0,Security staff,2,30.409308692676248,0,8.043805612594113,69500.0
F,N,Y,2,269000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,Drivers,3,64.3750855578371,0,0.2929500342231348,89666.66666666667
M,Y,Y,0,241500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,67.67145790554414,0,7.51813826146475,120750.0
F,Y,Y,1,62500.0,Working,Higher education,Civil marriage,House / apartment,0,0,0,Unknown,3,57.57152635181382,0,27.707049965776864,20833.333333333332
F,Y,N,0,86500.0,Working,Higher education,Single / not married,House / apartment,0,0,0,Unknown,1,36.62422997946612,0,4.799452429842574,86500.0
M,N,N,1,162500.0,Working,Secondary / secondary special,Separated,House / apartment,1,1,0,Drivers,2,48.41615331964408,0,21.88637919233402,81250.0
F,N,N,2,183500.0,Commercial associate,Higher education,Civil marriage,With parents,0,0,0,Unknown,4,27.520876112251884,0,4.2792607802874745,45875.0
F,Y,N,0,71000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Laborers,1,53.74948665297741,0,30.759753593429156,71000.0
M,N,Y,1,191500.0,Working,Higher education,Married,House / apartment,0,1,0,Laborers,3,51.2580424366872,0,32.813141683778234,63833.333333333336
F,Y,Y,0,143000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,0,0,0,Sales staff,2,52.342231348391515,0,30.05612594113621,71500.0
F,N,Y,0,179500.0,Working,Secondary / secondary special,Civil marriage,With parents,0,0,0,Unknown,2,26.581793292265573,0,0.837782340862423,89750.0
M,N,N,0,36000.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2,40.28747433264887,0,12.988364134154688,18000.0
M,N,Y,0,70500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Laborers,1,63.53456536618754,0,34.8062970568104,70500.0
F,N,N,2,211000.0,Commercial associate,Incomplete higher,Married,House / apartment,0,0,0,Core staff,4,32.16427104722793,0,10.255989048596852,52750.0
F,Y,Y,1,183500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Drivers,3,31.756331279945243,0,8.314852840520192,61166.666666666664
F,N,Y,0,70500.0,Working,Secondary / secondary special,Widow,With parents,0,0,1,Laborers,1,54.24503764544832,0,10.784394250513348,70500.0
F,Y,Y,1,259500.0,Working,Higher education,Married,House / apartment,0,0,0,Core staff,3,40.380561259411365,0,21.4839151266256,86500.0
M,Y,Y,2,114000.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4,62.70773442847365,0,36.39151266255989,28500.0
M,Y,Y,0,254500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1,1,Core staff,1,51.69883641341547,0,7.526351813826146,254500.0
M,N,Y,0,251500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,49.97946611909651,0,31.474332648870636,125750.0
F,N,Y,0,169000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,66.6776180698152,1,0.0,84500.0
M,N,N,1,248500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,64.78028747433265,0,0.6187542778918549,82833.33333333333
F,N,Y,1,133500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,3,33.530458590006845,0,6.683093771389459,44500.0
F,Y,Y,0,92000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Low-skill Laborers,2,57.281314168377826,0,11.690622861054072,46000.0
M,Y,Y,2,297000.0,Working,Higher education,Married,Co-op apartment,0,0,0,Unknown,4,58.38740588637919,0,3.1266255989048597,74250.0
F,N,Y,0,342000.0,Working,Higher education,Civil marriage,House / apartment,0,1,0,Unknown,2,41.72210814510609,0,7.189596167008898,171000.0
M,N,N,0,131500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Sales staff,2,43.15674195756331,0,9.442847364818617,65750.0
F,N,Y,1,189500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,33.765913757700204,0,4.670773442847365,63166.666666666664
F,N,Y,0,81500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,66.79808350444901,0,33.869952087611225,40750.0
F,N,N,0,107500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,64.08761122518823,0,32.16427104722793,53750.0
F,Y,Y,0,338500.0,Working,Higher education,Married,House / apartment,0,1,0,Unknown,2,65.34154688569473,0,7.559206023271732,169250.0
F,N,N,2,239500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,4,46.82546201232033,1,0.0,59875.0
M,Y,Y,1,145000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,3,65.08966461327857,0,28.97741273100616,48333.333333333336
M,N,N,0,92500.0,State servant,Secondary / secondary special,Married,Co-op apartment,0,1,0,Unknown,2,57.530458590006845,0,39.290896646132786,46250.0
M,Y,Y,0,157000.0,Pensioner,Higher education,Civil marriage,House / apartment,0,0,0,Unknown,2,53.91375770020534,1,0.0,78500.0
F,N,Y,0,244500.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,45.52224503764545,0,20.856947296372347,122250.0
M,N,Y,0,120500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,1,0,Managers,1,44.172484599589325,0,1.6399726214921286,120500.0
M,Y,Y,1,333000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,3,44.06023271731691,0,2.8008213552361396,111000.0
M,N,Y,0,140000.0,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,High skill tech staff,2,31.794661190965094,0,9.067761806981519,70000.0
M,N,Y,1,169500.0,State servant,Secondary / secondary special,Married,Municipal apartment,1,1,0,Laborers,3,31.033538672142367,0,12.454483230663929,56500.0
F,N,N,1,248500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Laborers,3,46.15468856947297,0,17.31416837782341,82833.33333333333
F,Y,Y,0,153500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,2,56.851471594798085,0,30.833675564681723,76750.0
F,Y,Y,0,161500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1,0,Unknown,1,47.931553730321696,1,0.0,161500.0
F,Y,Y,0,179000.0,State servant,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,2,44.936344969199176,0,0.37782340862423,89500.0
M,N,Y,0,158500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,1,0,0,Unknown,1,37.842573579739906,0,6.877481177275839,158500.0
F,Y,Y,0,149000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,42.95687885010267,0,18.811772758384667,74500.0
F,Y,Y,0,104500.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,2,34.064339493497606,0,7.085557837097878,52250.0
F,Y,Y,0,201500.0,Working,Incomplete higher,Married,House / apartment,0,0,0,Unknown,2,39.98083504449008,0,20.418891170431213,100750.0
F,Y,Y,0,136500.0,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,Sales staff,2,51.7700205338809,0,12.777549623545516,68250.0
M,N,Y,2,179000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Managers,4,53.52224503764545,0,11.134839151266256,44750.0
M,Y,Y,0,218500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Private service staff,2,63.75633127994524,0,23.028062970568104,109250.0
F,Y,Y,0,156500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,1,Managers,2,57.1170431211499,0,36.610540725530456,78250.0
M,N,Y,1,168500.0,Commercial associate,Higher education,Married,House / apartment,0,0,0,Sales staff,3,36.492813141683776,0,14.688569472963723,56166.666666666664
F,Y,Y,0,170000.0,Commercial associate,Higher education,Widow,House / apartment,0,0,0,Managers,1,62.06160164271047,0,7.436002737850787,170000.0
F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,60.90622861054072,0,41.28678986995209,65250.0
M,N,Y,0,124500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,2,30.99520876112252,0,1.1909650924024642,62250.0
M,N,Y,0,67000.0,Pensioner,Secondary / secondary special,Widow,Office apartment,0,0,0,Unknown,1,59.84394250513347,1,0.0,67000.0
M,N,Y,0,114500.0,Working,Secondary / secondary special,Married,House / apartment,1,1,0,Laborers,2,26.305270362765228,0,6.565366187542779,57250.0
F,N,N,0,77500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,High skill tech staff,1,45.20191649555099,0,4.238193018480493,77500.0
F,N,Y,1,146000.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Core staff,3,50.54620123203286,0,28.73100616016427,48666.666666666664
F,Y,Y,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,3,65.1772758384668,0,38.62833675564682,42000.0
F,N,Y,0,93500.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,0,0,0,Managers,1,60.82956878850103,0,5.796030116358659,93500.0
F,N,Y,0,178000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Unknown,2,46.02874743326489,0,21.204654346338124,89000.0
F,Y,Y,0,200500.0,Pensioner,Higher education,Married,House / apartment,0,0,0,Unknown,2,39.75085557837098,1,0.0,100250.0
M,N,Y,2,56500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Sales staff,4,29.650924024640656,0,11.540041067761807,14125.0
F,N,Y,2,138000.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,Laborers,4,51.860369609856264,0,1.7056810403832992,34500.0
F,Y,Y,1,148000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Managers,3,50.847364818617386,0,6.704996577686516,49333.333333333336
F,Y,Y,0,182500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,50.59822039698837,1,0.0,91250.0
M,N,N,0,57500.0,Pensioner,Higher education,Separated,Rented apartment,0,1,0,Unknown,1,51.455167693360714,1,0.0,57500.0
M,N,Y,0,439500.0,Pensioner,Lower secondary,Married,House / apartment,0,1,0,Unknown,2,53.16084873374401,1,0.0,219750.0
M,N,Y,0,98500.0,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,Unknown,1,38.53251197809719,1,0.0,98500.0
M,N,Y,0,91000.0,Working,Higher education,Married,With parents,0,0,0,Laborers,2,64.58590006844626,0,31.54551676933607,45500.0
F,Y,Y,0,163500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,0,1,0,Managers,1,61.26488706365503,0,40.93908281998631,163500.0
F,N,Y,0,131000.0,Working,Higher education,Single / not married,With parents,0,1,0,Unknown,1,45.869952087611225,0,9.946611909650924,131000.0
M,N,N,0,166500.0,Pensioner,Secondary / secondary special,Married,Rented apartment,0,0,0,Unknown,2,50.18754277891855,1,0.0,83250.0
F,Y,Y,0,108500.0,Working,Higher education,Married,With parents,0,1,0,Medicine staff,2,24.687200547570157,0,1.267624914442163,54250.0
M,N,N,0,164000.0,Working,Higher education,Married,House / apartment,1,0,0,Sales staff,2,62.18754277891855,0,10.195756331279945,82000.0
M,N,N,0,208500.0,Commercial associate,Secondary / secondary special,Civil marriage,Co-op apartment,0,0,0,High skill tech staff,2,55.84941820670773,0,0.1861738535249829,104250.0
F,N,Y,0,83500.0,Working,Secondary / secondary special,Single / not married,Office apartment,0,0,0,Sales staff,1,34.63107460643395,0,15.433264887063656,83500.0
F,N,Y,2,168500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Core staff,4,47.56741957563313,0,9.919233401779604,42125.0
F,N,Y,0,119000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,Unknown,2,27.813826146475016,0,9.64271047227926,59500.0
M,Y,N,0,303000.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2,36.2984257357974,0,13.240246406570842,151500.0
M,N,Y,1,115000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,1,0,Laborers,3,32.459958932238195,0,5.708418891170431,38333.333333333336
F,N,Y,2,47000.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,4,62.959616700889804,0,23.81930184804928,11750.0
F,N,Y,0,116000.0,Working,Higher education,Married,House / apartment,0,1,0,Core staff,2,48.271047227926076,0,28.89801505817933,58000.0
M,Y,Y,1,122000.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Core staff,3,46.42026009582478,0,2.4695414099931554,40666.666666666664
F,N,N,0,189500.0,Commercial associate,Higher education,Civil marriage,House / apartment,0,1,0,Sales staff,2,57.880903490759756,0,30.11362080766598,94750.0
M,N,Y,0,131500.0,Working,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,2,21.021218343600275,0,0.49007529089664614,65750.0
F,N,Y,0,231000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,42.926762491444215,0,0.4106776180698152,115500.0
F,Y,Y,0,90500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,0,0,0,Laborers,1,48.714579055441476,0,24.28747433264887,90500.0
F,N,N,2,232500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,1,1,Unknown,4,37.65092402464066,1,0.0,58125.0
M,Y,Y,0,333000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,1,Unknown,2,42.403832991101986,0,8.878850102669405,166500.0
M,N,N,3,212000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,5,40.0848733744011,0,14.77344284736482,42400.0
F,Y,Y,0,71000.0,Working,Higher education,Married,House / apartment,0,0,0,Unknown,2,21.078713210130047,0,2.3709787816563996,35500.0
F,Y,Y,1,82000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,3,38.71594798083505,1,0.0,27333.333333333332
F,N,N,0,177000.0,State servant,Secondary / secondary special,Married,House / apartment,0,1,0,Laborers,2,32.16153319644079,0,6.453114305270363,88500.0
F,N,Y,0,183000.0,Working,Secondary / secondary special,Married,Office apartment,0,0,0,Unknown,2,49.50855578370979,0,27.62217659137577,91500.0
M,N,Y,3,181000.0,Working,Incomplete higher,Married,House / apartment,0,0,0,Cooking staff,5,54.507871321013006,0,10.171115674195756,36200.0
F,Y,Y,0,249500.0,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,Unknown,2,50.718685831622174,1,0.0,124750.0
F,Y,Y,0,114500.0,Working,Higher education,Married,House / apartment,0,0,0,Laborers,2,34.42026009582478,0,6.981519507186858,57250.0
F,Y,Y,0,255500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,2,38.19301848049281,0,10.795345653661876,127750.0
M,N,Y,0,65500.0,Working,Higher education,Married,House / apartment,0,0,0,Managers,2,30.798083504449007,0,2.595482546201232,32750.0
F,Y,Y,0,168500.0,State servant,Incomplete higher,Separated,House / apartment,0,1,0,Laborers,1,21.911019849418206,0,3.3921971252566734,168500.0
F,N,Y,1,129500.0,Working,Lower secondary,Married,House / apartment,0,1,0,Drivers,3,58.20123203285421,0,21.451060917180012,43166.666666666664
M,Y,Y,1,52500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Unknown,2,44.813141683778234,0,7.055441478439425,26250.0
M,N,N,0,281000.0,Working,Incomplete higher,Married,House / apartment,1,0,1,Laborers,2,31.644079397672826,0,0.38329911019849416,140500.0
F,Y,N,0,161000.0,State servant,Secondary / secondary special,Married,With parents,0,1,0,Core staff,2,65.90554414784394,0,42.68856947296372,80500.0
F,N,N,0,253000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Accountants,2,33.828884325804246,0,9.826146475017111,126500.0
F,N,Y,0,174500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,Managers,2,31.67693360711841,0,2.543463381245722,87250.0
M,Y,N,0,116500.0,Working,Higher education,Married,House / apartment,0,1,0,Drivers,2,53.097878165639976,0,14.956878850102669,58250.0
F,Y,Y,0,86000.0,Working,Higher education,Married,Rented apartment,0,1,1,Unknown,2,44.440793976728266,0,24.725530458590008,43000.0
M,Y,Y,0,172000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,2,47.41683778234086,0,5.169062286105407,86000.0
M,N,Y,1,64500.0,Commercial associate,Higher education,Married,House / apartment,1,0,0,Cooking staff,3,46.95687885010267,0,8.788501026694044,21500.0
F,N,Y,4,109500.0,Working,Secondary / secondary special,Married,House / apartment,0,1,0,Sales staff,6,39.62765229295003,0,13.593429158110883,18250.0
F,Y,Y,0,155500.0,Working,Secondary / secondary special,Married,Office apartment,0,1,0,Laborers,2,45.94113620807666,0,14.236824093086927,77750.0
M,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,0,High skill tech staff,2,52.544832306639286,0,10.42299794661191,45000.0
M,N,Y,0,200000.0,State servant,Higher education,Married,House / apartment,0,0,1,Laborers,2,29.49760438056126,0,4.238193018480493,100000.0
F,N,Y,0,166000.0,Working,Higher education,Married,House / apartment,0,1,0,Sales staff,2,27.9315537303217,0,2.7405886379192332,83000.0
F,N,Y,1,162000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,0,0,0,Unknown,3,31.422313483915126,0,2.184804928131417,54000.0
F,Y,Y,2,94000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1,0,Laborers,3,41.99315537303217,0,1.434633812457221,31333.333333333332
M,Y,N,1,227000.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Laborers,3,65.53593429158111,0,7.121149897330596,75666.66666666667
F,N,Y,0,317500.0,Working,Secondary / secondary special,Married,House / apartment,0,0,0,Drivers,2,51.34565366187543,0,20.54757015742642,158750.0
F,N,Y,2,293500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,0,0,0,Sales staff,3,29.149897330595483,0,9.935660506502396,97833.33333333333
F,Y,Y,0,206500.0,Pensioner,Higher education,Single / not married,House / apartment,0,0,0,Unknown,1,50.04517453798768,1,0.0,206500.0
M,Y,Y,0,155000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,0,0,Unknown,2,41.90006844626968,1,0.0,77500.0
F,Y,Y,0,136500.0,Commercial associate,Higher education,Married,House / apartment,0,1,0,Unknown,2,57.51950718685831,0,19.789185489390828,68250.0
M,N,Y,1,75000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0,0,0,High skill tech staff,2,25.965776865160848,0,1.7905544147843941,37500.0
M,N,Y,0,281000.0,Working,Higher education,Civil marriage,House / apartment,1,0,0,High skill tech staff,2,24.28747433264887,0,5.0978781656399725,140500.0
